text,class
"And I'm not trying to be a hard-ass about it. Feel free to post code that does not work, but code that do work in IDLE after exhaustive testing should not be posted at all.",instructor
"Please everyone, I have already posted in this thread asking people not to post working code snippets because it violates the honor code. Please be careful.",instructor
Hello. Did you check them out one by one as you coded them or have you tried running the a1.py file in IDLE as a module?,instructor
"And there is no need to use any if statements in Assignment 1.Back when A1 was released, we were still in Week 2 and we hadn't even seen if statements yet. ",instructor
"Teresa,You don't have to use the abs() built-in.Step 6 is about applying an offset to a time, then wrapping the result in a to_24_hour_clock function call and returning that.The only thing to watch for is what operator to use when applying the offset to the time, this can be determined from the name of the functions, as well as the example calls. ",instructor
"Harmony, have you corrected your Syntax Error since then? If you have not, can you tell what function it's in?",instructor
"Latif, please be mindful of the honor code. It is not OK to post code that works. I'm editing the code out of you last post.",instructor
"Well, nevermind. I have to change locations so I'm gonna go ahead and post it. ",instructor
"I want to post a bug report about this on the CTA forum but it would be nice to have input from a third person before I do that, so if anybody reading this thread is in the same situation, please let us know.",instructor
"This ident mess is probably symptomatic of the problem, it would correspond nicely to the explanation that came along the SyntaxError. Are you using IDLE to edit your text files?",instructor
"I think you can set up Tor through an addon of some kind on Firefox. Probably the same for other browsers. Still, some things you might want to read first.",instructor
"If you're sure your code is failing, then feel free to post it here: that'll help us understand what's wrong.",instructor
"Only the code for that particular function, I mean.",instructor
Yes. As long as you score 70% on the total of the coursework.,instructor
"There's also some extra exercises on the course Wiki: page ""Practice"". The exercises come with answer keys for weeks 1 through 5. ",instructor
"That is because the input builtin's return type is ""str"", not float.Try this in usa_city_temperature :return float(fahrenheit) Cheers",instructor
Thanks Denise. :),instructor
"Exact, but please remember that this will not work with variables, so it is rarely (more like never) useful:>>> h = ""hello"">>> c = ""city"">>> h c File ""<stdin>"", line 1 h c ^SyntaxError: invalid syntax>>> h ""city"" File """", line 1 h ""city"" ^SyntaxError: invalid syntax",instructor
